time,avgFlowRate,eventLength,eventVolume,maxFlowRate,hour,day_of_week,is_weekend,part_of_day,time_since_last_event,burst_indicator,label
2025-03-31 07:05:51,1.83,49.0,1.5,2.5,7,0,0,morning,1124.0,,WC
2025-04-01 08:23:24,1.88,48.0,1.5,2.09,8,1,0,morning,279.0,,WC
2025-04-01 17:55:12,1.81,42.0,1.27,2.61,17,1,0,afternoon,2177.0,,WC
2025-04-02 07:53:03,1.99,47.0,1.56,2.61,7,2,0,morning,117.0,,WC
2025-04-02 08:45:40,1.81,163.0,4.9,3.55,8,2,0,morning,273.0,,shower
2025-04-04 08:23:54,1.86,209.0,6.49,3.23,8,4,0,morning,668.0,,shower
2025-04-05 07:34:28,1.97,39.0,1.28,2.4,7,5,1,morning,26685.0,,WC
2025-04-05 19:01:17,2.16,50.0,1.8,2.92,19,5,1,evening,5762.0,,WC
2025-04-05 19:04:03,2.79,41.0,1.9,3.65,19,5,1,evening,166.0,,WC
2025-04-05 19:09:31,1.5,50.0,1.25,3.55,19,5,1,evening,59.0,,WC
2025-04-06 20:14:40,1.96,46.0,1.5,2.3,20,6,1,evening,261.0,,WC
2025-04-08 19:44:19,2.53,40.0,1.69,3.03,19,1,0,evening,688.0,,WC
2025-04-09 08:36:45,1.8,206.0,6.17,3.44,8,2,0,morning,527.0,,shower
2025-04-09 13:39:07,1.81,218.0,6.57,2.3,13,2,0,afternoon,4811.0,,shower
2025-04-09 14:08:26,1.6,46.0,1.23,2.09,14,2,0,afternoon,1719.0,,WC
2025-04-09 18:05:53,1.89,48.0,1.51,2.3,18,2,0,evening,1917.0,,WC
2025-04-10 08:03:30,2.54,37.0,1.57,3.34,8,3,0,morning,62.0,,WC
2025-04-10 12:06:47,2.06,40.0,1.37,2.4,12,3,0,afternoon,1704.0,,WC
2025-04-11 08:28:26,1.82,41.0,1.24,2.09,8,4,0,morning,119.0,,WC
2025-04-11 10:26:20,1.8,42.0,1.26,2.4,10,4,0,morning,5217.0,,WC
2025-04-11 10:36:21,1.81,337.0,10.15,2.19,10,4,0,morning,453.0,,shower
2025-04-11 12:45:17,2.01,39.0,1.3,2.5,12,4,0,afternoon,45.0,,WC
2025-04-11 22:24:28,1.87,45.0,1.4,2.09,22,4,0,evening,104.0,,WC
2025-04-12 08:45:58,1.85,48.0,1.48,2.71,8,5,1,morning,602.0,,WC
2025-04-12 21:22:44,1.92,241.0,7.7,3.03,21,5,1,evening,3575.0,,shower
2025-04-12 21:54:56,1.84,162.0,4.96,2.3,21,5,1,evening,1058.0,,shower
2025-04-13 12:07:38,2.0,37.0,1.23,2.5,12,6,1,afternoon,51.0,,WC
2025-04-13 14:46:31,1.9,439.0,13.9,2.92,14,6,1,afternoon,597.0,,shower
2025-04-13 15:27:55,2.11,190.0,6.69,2.82,15,6,1,afternoon,1101.0,,shower
2025-04-13 17:02:56,2.05,121.0,4.13,2.71,17,6,1,afternoon,149.0,,shower
2025-04-13 17:04:20,2.0,42.0,1.4,2.5,17,6,1,afternoon,84.0,,WC
2025-04-13 18:00:25,2.06,35.0,1.2,2.5,18,6,1,evening,1074.0,,WC
2025-04-13 18:53:35,2.06,37.0,1.27,2.61,18,6,1,evening,245.0,,WC
2025-04-13 19:23:41,2.54,122.0,5.17,3.55,19,6,1,evening,1437.0,,shower
2025-04-13 19:28:11,2.21,35.0,1.29,2.5,19,6,1,evening,135.0,,WC
2025-04-13 20:32:15,2.02,38.0,1.28,2.4,20,6,1,evening,156.0,,WC
2025-04-14 07:02:47,1.91,39.0,1.24,2.3,7,0,0,morning,25969.0,,WC
2025-04-14 17:32:51,2.21,44.0,1.62,2.71,17,0,0,afternoon,449.0,,WC
2025-04-14 18:52:22,1.96,40.0,1.3,2.4,18,0,0,evening,1380.0,,WC
2025-04-14 18:55:56,1.99,45.0,1.5,2.5,18,0,0,evening,214.0,,WC
2025-04-14 19:58:41,2.86,33.0,1.57,3.23,19,0,0,evening,1270.0,,WC
2025-04-15 08:56:54,1.67,48.0,1.34,2.09,8,1,0,morning,62.0,,WC
2025-04-15 11:01:38,2.42,30.0,1.21,2.82,11,1,0,morning,95.0,,WC
2025-04-15 12:17:34,1.93,389.0,12.52,3.13,12,1,0,afternoon,793.0,,shower
2025-04-15 14:21:16,2.23,195.0,7.24,3.13,14,1,0,afternoon,907.0,,shower
2025-04-15 18:21:33,1.99,43.0,1.43,2.5,18,1,0,evening,140.0,,WC
2025-04-16 11:17:20,1.97,137.0,4.5,3.97,11,2,0,morning,1473.0,,shower
2025-04-16 12:21:55,1.96,214.0,7.0,2.71,12,2,0,afternoon,1420.0,,shower
2025-04-16 15:40:40,2.47,30.0,1.23,3.23,15,2,0,afternoon,118.0,,WC
2025-04-16 19:49:12,2.22,42.0,1.56,2.82,19,2,0,evening,176.0,,WC
2025-04-17 17:07:37,2.47,40.0,1.64,3.13,17,3,0,afternoon,80.0,,WC
2025-04-17 17:09:23,1.98,45.0,1.49,2.4,17,3,0,afternoon,106.0,,WC
2025-04-17 17:57:09,2.13,34.0,1.21,2.5,17,3,0,afternoon,605.0,,WC
2025-04-17 19:24:54,2.14,38.0,1.36,2.5,19,3,0,evening,69.0,,WC
2025-04-17 19:27:50,2.15,35.0,1.25,3.03,19,3,0,evening,176.0,,WC
2025-04-18 08:12:29,1.57,48.0,1.25,2.61,8,4,0,morning,226.0,,WC
2025-04-18 10:51:25,2.08,153.0,5.3,3.97,10,4,0,morning,760.0,,shower
2025-04-18 21:23:53,2.5,30.0,1.25,3.34,21,4,0,evening,2912.0,,WC
2025-04-18 23:37:38,2.04,36.0,1.23,2.61,23,4,0,evening,135.0,,WC
2025-04-19 09:51:55,2.13,34.0,1.21,2.4,9,5,1,morning,198.0,,WC
2025-04-19 18:41:58,1.91,45.0,1.43,2.82,18,5,1,evening,206.0,,WC
2025-04-19 18:44:01,2.52,29.0,1.22,3.23,18,5,1,evening,123.0,,WC
2025-04-20 00:04:07,2.5,29.0,1.21,3.03,0,6,1,night,63.0,,WC
2025-04-20 07:46:30,2.13,36.0,1.28,2.71,7,6,1,morning,17308.0,,WC
2025-04-20 10:27:01,1.99,287.0,9.53,2.92,10,6,1,morning,732.0,,shower
2025-04-20 10:42:55,2.15,34.0,1.22,2.5,10,6,1,morning,430.0,,WC
2025-04-20 19:43:48,2.06,35.0,1.2,2.61,19,6,1,evening,734.0,,WC
2025-04-20 20:41:39,2.5,29.0,1.21,2.92,20,6,1,evening,1199.0,,WC
2025-04-21 07:00:15,2.36,31.0,1.22,2.82,7,0,0,morning,23986.0,,WC
2025-04-21 07:33:47,2.16,34.0,1.23,2.61,7,0,0,morning,2012.0,,WC
2025-04-21 07:50:03,2.5,30.0,1.25,2.92,7,0,0,morning,74.0,,WC
2025-04-21 12:49:03,2.06,36.0,1.23,2.61,12,0,0,afternoon,83.0,,WC
2025-04-21 13:31:01,2.03,152.0,5.15,3.13,13,0,0,afternoon,407.0,,shower
2025-04-21 15:39:19,2.12,35.0,1.23,2.71,15,0,0,afternoon,72.0,,WC
2025-04-21 20:33:28,2.47,30.0,1.23,3.13,20,0,0,evening,2937.0,,WC
2025-04-22 07:43:24,1.99,37.0,1.23,2.5,7,1,0,morning,8310.0,,WC
2025-04-22 08:01:13,1.97,49.0,1.61,2.4,8,1,0,morning,65.0,,WC
2025-04-22 14:25:47,2.0,38.0,1.27,2.61,14,1,0,afternoon,161.0,,WC
2025-04-22 18:31:04,2.34,130.0,5.08,3.44,18,1,0,evening,508.0,,shower
2025-04-22 21:39:45,2.01,50.0,1.68,2.3,21,1,0,evening,104.0,,WC
